Rate	Number of Leaves	n	WGD	Method	Distance
0.1	20	23	No WGD	Euclidean Min. Ev.	0.174825881046375
0.1	20	23	No WGD	Euclidean NJ	0.217745693514006
0.1	20	23	No WGD	Hamming Min. Ev.	0.174825881046375
0.1	20	23	No WGD	Hamming NJ	0.103988081683044
0.1	20	23	No WGD	MEDICC2	0.0513373622691919
0.1	20	24	High WGD	MEDALT	0.911432056357027
0.1	20	24	High WGD	Euclidean Min. Ev.	0.0500281296356913
0.1	20	24	High WGD	Euclidean NJ	0.0844586382451463
0.1	20	24	High WGD	Hamming Min. Ev.	0.0500281296356913
0.1	20	24	High WGD	Hamming NJ	0.168295479897595
0.1	20	24	High WGD	MEDICC2	0.134246633304596
0.1	20	24	Low WGD	MEDALT	0.83082677703779
0.1	20	24	Low WGD	Euclidean Min. Ev.	0.126178906955611
0.1	20	24	Low WGD	Euclidean NJ	0.126178906955611
0.1	20	24	Low WGD	Hamming Min. Ev.	0.126178906955611
0.1	20	24	Low WGD	Hamming NJ	0.200843792903817
0.1	20	24	Low WGD	MEDICC2	0.0433547502090154
0.1	20	24	No WGD	MEDALT	0.812935471880489
0.1	20	24	No WGD	Euclidean Min. Ev.	0.0321244661808374
0.1	20	24	No WGD	Euclidean NJ	0.0321244661808374
0.1	20	24	No WGD	Hamming Min. Ev.	0.0321244661808374
0.1	20	24	No WGD	Hamming NJ	0.202656877508771
0.1	20	24	No WGD	MEDICC2	0.0321244661808374
0.01	50	0	Low WGD	Euclidean Min. Ev.	0.172427406973565
0.01	50	0	Low WGD	Euclidean NJ	0.166643036478011
0.01	50	0	Low WGD	Hamming Min. Ev.	0.172427406973565
0.01	50	0	Low WGD	Hamming NJ	0.168033891272291
0.01	50	0	Low WGD	MEDICC2	0.158346365779408
0.01	50	1	Low WGD	Euclidean Min. Ev.	0.12557693506823
0.01	50	1	Low WGD	Euclidean NJ	0.13061160458679
0.01	50	1	Low WGD	Hamming Min. Ev.	0.12557693506823
0.01	50	1	Low WGD	Hamming NJ	0.0815459001491025
0.01	50	1	Low WGD	MEDICC2	0.0938892521392585
0.01	50	2	Low WGD	Euclidean Min. Ev.	0.122060353656458
0.01	50	2	Low WGD	Euclidean NJ	0.128248064447583
0.01	50	2	Low WGD	Hamming Min. Ev.	0.122060353656458
0.01	50	2	Low WGD	Hamming NJ	0.0710601218069684
0.01	50	2	Low WGD	MEDICC2	0.0861973992095411
0.01	50	3	Low WGD	Euclidean Min. Ev.	0.20181278778884
0.01	50	3	Low WGD	Euclidean NJ	0.220946175656113
0.01	50	3	Low WGD	Hamming Min. Ev.	0.20181278778884
0.01	50	3	Low WGD	Hamming NJ	0.142119908271641
0.01	50	3	Low WGD	MEDICC2	0.141410996326603
0.01	50	4	Low WGD	Euclidean Min. Ev.	0.158233406417341
0.01	50	4	Low WGD	Euclidean NJ	0.20113364423052
0.01	50	4	Low WGD	Hamming Min. Ev.	0.158233406417341
0.01	50	4	Low WGD	Hamming NJ	0.169150620585994
0.01	50	4	Low WGD	MEDICC2	0.129482741871467
0.01	50	5	Low WGD	Euclidean Min. Ev.	0.247090122154208
0.01	50	5	Low WGD	Euclidean NJ	0.280219957640777
0.01	50	5	Low WGD	Hamming Min. Ev.	0.247090122154208
0.01	50	5	Low WGD	Hamming NJ	0.170922779576471
0.01	50	5	Low WGD	MEDICC2	0.117350810706662
0.01	50	6	Low WGD	Euclidean Min. Ev.	0.24747965554851
0.01	50	6	Low WGD	Euclidean NJ	0.232635965248974
0.01	50	6	Low WGD	Hamming Min. Ev.	0.24747965554851
0.01	50	6	Low WGD	Hamming NJ	0.180173941720673
0.01	50	6	Low WGD	MEDICC2	0.128726562245193
0.01	50	7	Low WGD	Euclidean Min. Ev.	0.129270056982004
0.01	50	7	Low WGD	Euclidean NJ	0.169308340742436
0.01	50	7	Low WGD	Hamming Min. Ev.	0.129270056982004
0.01	50	7	Low WGD	Hamming NJ	0.124809141365851
0.01	50	7	Low WGD	MEDICC2	0.0433771574989151
0.01	50	8	Low WGD	Euclidean Min. Ev.	0.222930732054058
0.01	50	8	Low WGD	Euclidean NJ	0.204263943302618
0.01	50	8	Low WGD	Hamming Min. Ev.	0.222930732054058
0.01	50	8	Low WGD	Hamming NJ	0.172467719832023
0.01	50	8	Low WGD	MEDICC2	0.106168849839478
0.01	50	9	Low WGD	Euclidean Min. Ev.	0.168907893320001
0.01	50	9	Low WGD	Euclidean NJ	0.171884087340206
0.01	50	9	Low WGD	Hamming Min. Ev.	0.168907893320001
0.01	50	9	Low WGD	Hamming NJ	0.122005191810105
0.01	50	9	Low WGD	MEDICC2	0.0972568573668568
0.01	50	10	Low WGD	Euclidean Min. Ev.	0.163506511922971
0.01	50	10	Low WGD	Euclidean NJ	0.136544878842217
0.01	50	10	Low WGD	Hamming Min. Ev.	0.163506511922971
0.01	50	10	Low WGD	Hamming NJ	0.141851367128383
0.01	50	10	Low WGD	MEDICC2	0.0775032845440738
0.01	50	11	Low WGD	Euclidean Min. Ev.	0.223768646836087
0.01	50	11	Low WGD	Euclidean NJ	0.250196796055065
0.01	50	11	Low WGD	Hamming Min. Ev.	0.223768646836087
0.01	50	11	Low WGD	Hamming NJ	0.105824779062096
0.01	50	11	Low WGD	MEDICC2	0.120516780232301
0.01	50	12	Low WGD	Euclidean Min. Ev.	0.135591690146719
0.01	50	12	Low WGD	Euclidean NJ	0.160318425625515
0.01	50	12	Low WGD	Hamming Min. Ev.	0.135591690146719
0.01	50	12	Low WGD	Hamming NJ	0.099914657623558
0.01	50	12	Low WGD	MEDICC2	0.141698452492626
0.01	50	13	Low WGD	Euclidean Min. Ev.	0.127756542934215
0.01	50	13	Low WGD	Euclidean NJ	0.199024234881136
0.01	50	13	Low WGD	Hamming Min. Ev.	0.127756542934215
0.01	50	13	Low WGD	Hamming NJ	0.172610413777924
0.01	50	13	Low WGD	MEDICC2	0.0909163601666133
0.01	50	14	Low WGD	Euclidean Min. Ev.	0.173223577048044
0.01	50	14	Low WGD	Euclidean NJ	0.16956358941652
0.01	50	14	Low WGD	Hamming Min. Ev.	0.173223577048044
0.01	50	14	Low WGD	Hamming NJ	0.197050212325602
0.01	50	14	Low WGD	MEDICC2	0.118762263067731
0.01	50	15	Low WGD	Euclidean Min. Ev.	0.14099400419266
0.01	50	15	Low WGD	Euclidean NJ	0.157394095920397
0.01	50	15	Low WGD	Hamming Min. Ev.	0.14099400419266
0.01	50	15	Low WGD	Hamming NJ	0.170359908887684
0.01	50	15	Low WGD	MEDICC2	0.102639021393044
0.01	50	16	Low WGD	Euclidean Min. Ev.	0.140742999949359
0.01	50	16	Low WGD	Euclidean NJ	0.151862496217574
0.01	50	16	Low WGD	Hamming Min. Ev.	0.140742999949359
0.01	50	16	Low WGD	Hamming NJ	0.151228427639492
0.01	50	16	Low WGD	MEDICC2	0.118371528489562
0.01	50	17	Low WGD	Euclidean Min. Ev.	0.107214341799046
0.01	50	17	Low WGD	Euclidean NJ	0.121256597721383
0.01	50	17	Low WGD	Hamming Min. Ev.	0.107214341799046
0.01	50	17	Low WGD	Hamming NJ	0.117266083242612
0.01	50	17	Low WGD	MEDICC2	0.0391189176393538
0.01	50	18	Low WGD	Euclidean Min. Ev.	0.199542177521796
0.01	50	18	Low WGD	Euclidean NJ	0.204475633898275
0.01	50	18	Low WGD	Hamming Min. Ev.	0.199542177521796
0.01	50	18	Low WGD	Hamming NJ	0.154283883716612
0.01	50	18	Low WGD	MEDICC2	0.0416460554035635
0.01	50	19	Low WGD	Euclidean Min. Ev.	0.154081796847406
0.01	50	19	Low WGD	Euclidean NJ	0.121249071187358
0.01	50	19	Low WGD	Hamming Min. Ev.	0.154081796847406
0.01	50	19	Low WGD	Hamming NJ	0.123864337178053
0.01	50	19	Low WGD	MEDICC2	0.0409712573770649
0.01	50	20	Low WGD	Euclidean Min. Ev.	0.151506367451989
0.01	50	20	Low WGD	Euclidean NJ	0.101542585856427
0.01	50	20	Low WGD	Hamming Min. Ev.	0.151506367451989
0.01	50	20	Low WGD	Hamming NJ	0.103123816502811
0.01	50	20	Low WGD	MEDICC2	0.0870272471507723
0.01	50	21	Low WGD	Euclidean Min. Ev.	0.246419765176712
0.01	50	21	Low WGD	Euclidean NJ	0.244571170129098
0.01	50	21	Low WGD	Hamming Min. Ev.	0.246419765176712
0.01	50	21	Low WGD	Hamming NJ	0.248387006795745
0.01	50	21	Low WGD	MEDICC2	0.171241623271874
0.01	50	22	Low WGD	Euclidean Min. Ev.	0.125858726251462
0.01	50	22	Low WGD	Euclidean NJ	0.173846446420418
0.01	50	22	Low WGD	Hamming Min. Ev.	0.125858726251462
0.01	50	22	Low WGD	Hamming NJ	0.167659832553444
0.01	50	22	Low WGD	MEDICC2	0.0962726972831012
0.01	50	23	Low WGD	Euclidean Min. Ev.	0.138631408855799
0.01	50	23	Low WGD	Euclidean NJ	0.14194216187507
0.01	50	23	Low WGD	Hamming Min. Ev.	0.138631408855799
0.01	50	23	Low WGD	Hamming NJ	0.0828584188914704
0.01	50	23	Low WGD	MEDICC2	0.0193952478939887
0.01	50	24	Low WGD	Euclidean Min. Ev.	0.203619233330376
0.01	50	24	Low WGD	Euclidean NJ	0.175146406034651
0.01	50	24	Low WGD	Hamming Min. Ev.	0.203619233330376
0.01	50	24	Low WGD	Hamming NJ	0.240547194163391
0.01	50	24	Low WGD	MEDICC2	0.123594886582241
0.01	100	0	Low WGD	Euclidean Min. Ev.	0.245276836868661
0.01	100	0	Low WGD	Euclidean NJ	0.229603605016927
0.01	100	0	Low WGD	Hamming Min. Ev.	0.245276836868661
0.01	100	0	Low WGD	Hamming NJ	0.261787077624542
0.01	100	0	Low WGD	MEDICC2	0.151648992151507
0.01	100	1	Low WGD	Euclidean Min. Ev.	0.0809786723656149
0.01	100	1	Low WGD	Euclidean NJ	0.115433677596738
0.01	100	1	Low WGD	Hamming Min. Ev.	0.0809786723656149
0.01	100	1	Low WGD	Hamming NJ	0.162075951551579
0.01	100	1	Low WGD	MEDICC2	0.128304878174609
0.01	100	2	Low WGD	Euclidean Min. Ev.	0.113575547434963
0.01	100	2	Low WGD	Euclidean NJ	0.207823476678297
0.01	100	2	Low WGD	Hamming Min. Ev.	0.113575547434963
0.01	100	2	Low WGD	Hamming NJ	0.105792478548022
0.01	100	2	Low WGD	MEDICC2	0.0960327639945891
0.01	100	3	Low WGD	Euclidean Min. Ev.	0.186481205032027
0.01	100	3	Low WGD	Euclidean NJ	0.194237495557681
0.01	100	3	Low WGD	Hamming Min. Ev.	0.186481205032027
0.01	100	3	Low WGD	Hamming NJ	0.163070885757205
0.01	100	3	Low WGD	MEDICC2	0.0999038625416181
0.01	100	4	Low WGD	Euclidean Min. Ev.	0.153610650352062
0.01	100	4	Low WGD	Euclidean NJ	0.153306846338051
0.01	100	4	Low WGD	Hamming Min. Ev.	0.153610650352062
0.01	100	4	Low WGD	Hamming NJ	0.128318479185559
0.01	100	4	Low WGD	MEDICC2	0.107570395308018
0.01	100	5	Low WGD	Euclidean Min. Ev.	0.188224933878965
0.01	100	5	Low WGD	Euclidean NJ	0.179157279237764
0.01	100	5	Low WGD	Hamming Min. Ev.	0.188224933878965
0.01	100	5	Low WGD	Hamming NJ	0.18939400339274
0.01	100	5	Low WGD	MEDICC2	0.124565327174411
0.01	100	6	Low WGD	Euclidean Min. Ev.	0.158413808183824
0.01	100	6	Low WGD	Euclidean NJ	0.159987096517365
0.01	100	6	Low WGD	Hamming Min. Ev.	0.158413808183824
0.01	100	6	Low WGD	Hamming NJ	0.129043084303998
0.01	100	6	Low WGD	MEDICC2	0.127319947296838
0.01	100	7	Low WGD	Euclidean Min. Ev.	0.194362599151674
0.01	100	7	Low WGD	Euclidean NJ	0.207085989637554
0.01	100	7	Low WGD	Hamming Min. Ev.	0.194362599151674
0.01	100	7	Low WGD	Hamming NJ	0.197184485526623
0.01	100	7	Low WGD	MEDICC2	0.118146547858806
0.01	100	8	Low WGD	Euclidean Min. Ev.	0.243973411887146
0.01	100	8	Low WGD	Euclidean NJ	0.267157279515475
0.01	100	8	Low WGD	Hamming Min. Ev.	0.243973411887146
0.01	100	8	Low WGD	Hamming NJ	0.229226412414187
0.01	100	8	Low WGD	MEDICC2	0.114179877788414
0.01	100	9	Low WGD	Euclidean Min. Ev.	0.132017578764866
0.01	100	9	Low WGD	Euclidean NJ	0.142832552915767
0.01	100	9	Low WGD	Hamming Min. Ev.	0.132017578764866
0.01	100	9	Low WGD	Hamming NJ	0.120813928417305
0.01	100	9	Low WGD	MEDICC2	0.0728523694161422
0.01	100	10	Low WGD	Euclidean Min. Ev.	0.18275293735072
0.01	100	10	Low WGD	Euclidean NJ	0.202579754058709
0.01	100	10	Low WGD	Hamming Min. Ev.	0.18275293735072
0.01	100	10	Low WGD	Hamming NJ	0.17560010673462
0.01	100	10	Low WGD	MEDICC2	0.11458758137198
0.01	100	11	Low WGD	Euclidean Min. Ev.	0.171784916200159
0.01	100	11	Low WGD	Euclidean NJ	0.161163744016095
0.01	100	11	Low WGD	Hamming Min. Ev.	0.171784916200159
0.01	100	11	Low WGD	Hamming NJ	0.0655227340708232
0.01	100	11	Low WGD	MEDICC2	0.0869239231591309
0.01	100	12	Low WGD	Euclidean Min. Ev.	0.156105724901315
0.01	100	12	Low WGD	Euclidean NJ	0.152448439811292
0.01	100	12	Low WGD	Hamming Min. Ev.	0.156105724901315
0.01	100	12	Low WGD	Hamming NJ	0.163166892241951
0.01	100	12	Low WGD	MEDICC2	0.118636694674649
0.01	100	13	Low WGD	Euclidean Min. Ev.	0.285243153881599
0.01	100	13	Low WGD	Euclidean NJ	0.257546544977977
0.01	100	13	Low WGD	Hamming Min. Ev.	0.285243153881599
0.01	100	13	Low WGD	Hamming NJ	0.166264226737424
0.01	100	13	Low WGD	MEDICC2	0.125153197516512
0.01	100	14	Low WGD	Euclidean Min. Ev.	0.223197117054591
0.01	100	14	Low WGD	Euclidean NJ	0.244249668634492
0.01	100	14	Low WGD	Hamming Min. Ev.	0.223197117054591
0.01	100	14	Low WGD	Hamming NJ	0.142760318414404
0.01	100	14	Low WGD	MEDICC2	0.129886910282225
0.01	100	15	Low WGD	Euclidean Min. Ev.	0.120230192055217
0.01	100	15	Low WGD	Euclidean NJ	0.138860013745149
0.01	100	15	Low WGD	Hamming Min. Ev.	0.120230192055217
0.01	100	15	Low WGD	Hamming NJ	0.141734361436711
0.01	100	15	Low WGD	MEDICC2	0.0928627221046088
0.01	100	16	Low WGD	Euclidean Min. Ev.	0.146763059674872
0.01	100	16	Low WGD	Euclidean NJ	0.202377132617418
0.01	100	16	Low WGD	Hamming Min. Ev.	0.146763059674872
0.01	100	16	Low WGD	Hamming NJ	0.215230917156532
0.01	100	16	Low WGD	MEDICC2	0.105853589314656
0.01	100	17	Low WGD	Euclidean Min. Ev.	0.226094174475023
0.01	100	17	Low WGD	Euclidean NJ	0.24342092884547
0.01	100	17	Low WGD	Hamming Min. Ev.	0.226094174475023
0.01	100	17	Low WGD	Hamming NJ	0.150883544015834
0.01	100	17	Low WGD	MEDICC2	0.125000830772992
0.01	100	18	Low WGD	Euclidean Min. Ev.	0.101852251800471
0.01	100	18	Low WGD	Euclidean NJ	0.123950089071498
0.01	100	18	Low WGD	Hamming Min. Ev.	0.101852251800471
0.01	100	18	Low WGD	Hamming NJ	0.087459837996805
0.01	100	18	Low WGD	MEDICC2	0.0710629433387575
0.01	100	19	Low WGD	Euclidean Min. Ev.	0.171684837834379
0.01	100	19	Low WGD	Euclidean NJ	0.21311314044799
0.01	100	19	Low WGD	Hamming Min. Ev.	0.171684837834379
0.01	100	19	Low WGD	Hamming NJ	0.106485777632421
0.01	100	19	Low WGD	MEDICC2	0.0919476719091426
0.01	100	20	Low WGD	Euclidean Min. Ev.	0.1981812972335
0.01	100	20	Low WGD	Euclidean NJ	0.228458359510368
0.01	100	20	Low WGD	Hamming Min. Ev.	0.1981812972335
0.01	100	20	Low WGD	Hamming NJ	0.164750354465031
0.01	100	20	Low WGD	MEDICC2	0.0829452395121461
0.01	100	21	Low WGD	Euclidean Min. Ev.	0.195706303334714
0.01	100	21	Low WGD	Euclidean NJ	0.213452602187845
0.01	100	21	Low WGD	Hamming Min. Ev.	0.195706303334714
0.01	100	21	Low WGD	Hamming NJ	0.180731282610032
0.01	100	21	Low WGD	MEDICC2	0.164878662814507
0.01	100	22	Low WGD	Euclidean Min. Ev.	0.197026693811185
0.01	100	22	Low WGD	Euclidean NJ	0.240020819190119
0.01	100	22	Low WGD	Hamming Min. Ev.	0.197026693811185
0.01	100	22	Low WGD	Hamming NJ	0.176509659158859
0.01	100	22	Low WGD	MEDICC2	0.125874242819004
0.01	100	23	Low WGD	Euclidean Min. Ev.	0.225793063439117
0.01	100	23	Low WGD	Euclidean NJ	0.180311764050987
0.01	100	23	Low WGD	Hamming Min. Ev.	0.225793063439117
0.01	100	23	Low WGD	Hamming NJ	0.178652946463101
0.01	100	23	Low WGD	MEDICC2	0.137330105152142
0.01	100	24	Low WGD	Euclidean Min. Ev.	0.159491350719767
0.01	100	24	Low WGD	Euclidean NJ	0.190957306069825
0.01	100	24	Low WGD	Hamming Min. Ev.	0.159491350719767
0.01	100	24	Low WGD	Hamming NJ	0.146149502702878
0.01	100	24	Low WGD	MEDICC2	0.107200087691118
0.01	250	0	Low WGD	Euclidean Min. Ev.	0.261801617161394
0.01	250	0	Low WGD	Euclidean NJ	0.256402325093219
0.01	250	0	Low WGD	Hamming Min. Ev.	0.261801617161394
0.01	250	0	Low WGD	Hamming NJ	0.185995226564457
0.01	250	0	Low WGD	MEDICC2	0.190125438907284
0.01	250	1	Low WGD	Euclidean Min. Ev.	0.143883775993688
0.01	250	1	Low WGD	Euclidean NJ	0.186505051400284
0.01	250	1	Low WGD	Hamming Min. Ev.	0.143883775993688
0.01	250	1	Low WGD	Hamming NJ	0.142221924464118
0.01	250	1	Low WGD	MEDICC2	0.117161054337925
0.01	250	2	Low WGD	Euclidean Min. Ev.	0.186298065229546
0.01	250	2	Low WGD	Euclidean NJ	0.185704895663072
0.01	250	2	Low WGD	Hamming Min. Ev.	0.186298065229546
0.01	250	2	Low WGD	Hamming NJ	0.169421386938328
0.01	250	2	Low WGD	MEDICC2	0.0917886967054411
0.01	250	3	Low WGD	Euclidean Min. Ev.	0.108635452473886
0.01	250	3	Low WGD	Euclidean NJ	0.161959293059007
0.01	250	3	Low WGD	Hamming Min. Ev.	0.108635452473886
0.01	250	3	Low WGD	Hamming NJ	0.122989161816796
0.01	250	3	Low WGD	MEDICC2	0.090844148024577
0.01	250	4	Low WGD	Euclidean Min. Ev.	0.187911318165883
0.01	250	4	Low WGD	Euclidean NJ	0.204272706548415
0.01	250	4	Low WGD	Hamming Min. Ev.	0.187911318165883
0.01	250	4	Low WGD	Hamming NJ	0.172423703714502
0.01	250	4	Low WGD	MEDICC2	0.15695540763398
0.01	250	5	Low WGD	Euclidean Min. Ev.	0.161314181674028
0.01	250	5	Low WGD	Euclidean NJ	0.189249359422044
0.01	250	5	Low WGD	Hamming Min. Ev.	0.161314181674028
0.01	250	5	Low WGD	Hamming NJ	0.178068136084651
0.01	250	5	Low WGD	MEDICC2	0.112734565375953
0.01	250	6	Low WGD	Euclidean Min. Ev.	0.231012768606064
0.01	250	6	Low WGD	Euclidean NJ	0.227789487260981
0.01	250	6	Low WGD	Hamming Min. Ev.	0.231012768606064
0.01	250	6	Low WGD	Hamming NJ	0.147914679920552
0.01	250	6	Low WGD	MEDICC2	0.0885759407754882
0.01	250	7	Low WGD	Euclidean Min. Ev.	0.192329122808096
0.01	250	7	Low WGD	Euclidean NJ	0.193891436915408
0.01	250	7	Low WGD	Hamming Min. Ev.	0.192329122808096
0.01	250	7	Low WGD	Hamming NJ	0.164945584010597
0.01	250	7	Low WGD	MEDICC2	0.13218519785519
0.01	250	8	Low WGD	Euclidean Min. Ev.	0.195337113612034
0.01	250	8	Low WGD	Euclidean NJ	0.223957133496269
0.01	250	8	Low WGD	Hamming Min. Ev.	0.195337113612034
0.01	250	8	Low WGD	Hamming NJ	0.181316113847034
0.01	250	8	Low WGD	MEDICC2	0.141008446427971
0.01	250	9	Low WGD	Euclidean Min. Ev.	0.279816913618389
0.01	250	9	Low WGD	Euclidean NJ	0.375408307827849
0.01	250	9	Low WGD	Hamming Min. Ev.	0.279816913618389
0.01	250	9	Low WGD	Hamming NJ	0.16218066023467
0.01	250	9	Low WGD	MEDICC2	0.153204090951715
0.01	250	10	Low WGD	Euclidean Min. Ev.	0.187413967281373
0.01	250	10	Low WGD	Euclidean NJ	0.180188580507858
0.01	250	10	Low WGD	Hamming Min. Ev.	0.187413967281373
0.01	250	10	Low WGD	Hamming NJ	0.179852706612302
0.01	250	10	Low WGD	MEDICC2	0.136356461414182
0.01	250	11	Low WGD	Euclidean Min. Ev.	0.177844898767664
0.01	250	11	Low WGD	Euclidean NJ	0.209263187337697
0.01	250	11	Low WGD	Hamming Min. Ev.	0.177844898767664
0.01	250	11	Low WGD	Hamming NJ	0.163958361014432
0.01	250	11	Low WGD	MEDICC2	0.108447774752148
0.01	250	12	Low WGD	Euclidean Min. Ev.	0.169049633800499
0.01	250	12	Low WGD	Euclidean NJ	0.208034688025184
0.01	250	12	Low WGD	Hamming Min. Ev.	0.169049633800499
0.01	250	12	Low WGD	Hamming NJ	0.193285623987468
0.01	250	12	Low WGD	MEDICC2	0.136003529960371
0.01	250	13	Low WGD	Euclidean Min. Ev.	0.190333034987635
0.01	250	13	Low WGD	Euclidean NJ	0.218863826174666
0.01	250	13	Low WGD	Hamming Min. Ev.	0.190333034987635
0.01	250	13	Low WGD	Hamming NJ	0.207984188683528
0.01	250	13	Low WGD	MEDICC2	0.122175849414215
0.01	250	14	Low WGD	Euclidean Min. Ev.	0.155327014283922
0.01	250	14	Low WGD	Euclidean NJ	0.185301032739628
0.01	250	14	Low WGD	Hamming Min. Ev.	0.155327014283922
0.01	250	14	Low WGD	Hamming NJ	0.147066508400752
0.01	250	14	Low WGD	MEDICC2	0.0900522924031732
0.01	250	15	Low WGD	Euclidean Min. Ev.	0.162092710156315
0.01	250	15	Low WGD	Euclidean NJ	0.192382194831006
0.01	250	15	Low WGD	Hamming Min. Ev.	0.162092710156315
0.01	250	15	Low WGD	Hamming NJ	0.155149447675813
0.01	250	15	Low WGD	MEDICC2	0.125475468433288
0.01	250	16	Low WGD	Euclidean Min. Ev.	0.175173673598546
0.01	250	16	Low WGD	Euclidean NJ	0.205880201115012
0.01	250	16	Low WGD	Hamming Min. Ev.	0.175173673598546
0.01	250	16	Low WGD	Hamming NJ	0.167038900502886
0.01	250	16	Low WGD	MEDICC2	0.136343086684957
0.01	250	17	Low WGD	Euclidean Min. Ev.	0.290338934243473
0.01	250	17	Low WGD	Euclidean NJ	0.279287955600378
0.01	250	17	Low WGD	Hamming Min. Ev.	0.290338934243473
0.01	250	17	Low WGD	Hamming NJ	0.171867867120507
0.01	250	17	Low WGD	MEDICC2	0.152558390742827
0.01	250	18	Low WGD	Euclidean Min. Ev.	0.206324609799565
0.01	250	18	Low WGD	Euclidean NJ	0.210589309746054
0.01	250	18	Low WGD	Hamming Min. Ev.	0.206324609799565
0.01	250	18	Low WGD	Hamming NJ	0.220420776150674
0.01	250	18	Low WGD	MEDICC2	0.135150715040818
0.01	250	19	Low WGD	Euclidean Min. Ev.	0.226473407128649
0.01	250	19	Low WGD	Euclidean NJ	0.220050486273745
0.01	250	19	Low WGD	Hamming Min. Ev.	0.226473407128649
0.01	250	19	Low WGD	Hamming NJ	0.181151468864436
0.01	250	19	Low WGD	MEDICC2	0.136108597235429
0.01	250	20	Low WGD	Euclidean Min. Ev.	0.199700284008377
0.01	250	20	Low WGD	Euclidean NJ	0.20932241344137
0.01	250	20	Low WGD	Hamming Min. Ev.	0.199700284008377
0.01	250	20	Low WGD	Hamming NJ	0.201308717945685
0.01	250	20	Low WGD	MEDICC2	0.124416178908699
0.01	250	21	Low WGD	Euclidean Min. Ev.	0.170327415820204
0.01	250	21	Low WGD	Euclidean NJ	0.184014161346623
0.01	250	21	Low WGD	Hamming Min. Ev.	0.170327415820204
0.01	250	21	Low WGD	Hamming NJ	0.142719877069796
0.01	250	21	Low WGD	MEDICC2	0.10691341166912
0.01	250	22	Low WGD	Euclidean Min. Ev.	0.198198779776827
0.01	250	22	Low WGD	Euclidean NJ	0.198873230140591
0.01	250	22	Low WGD	Hamming Min. Ev.	0.198198779776827
0.01	250	22	Low WGD	Hamming NJ	0.164407926731956
0.01	250	22	Low WGD	MEDICC2	0.134472775718677
0.01	250	23	Low WGD	Euclidean Min. Ev.	0.161877938857402
0.01	250	23	Low WGD	Euclidean NJ	0.216905798057712
0.01	250	23	Low WGD	Hamming Min. Ev.	0.161877938857402
0.01	250	23	Low WGD	Hamming NJ	0.203290966048258
0.01	250	23	Low WGD	MEDICC2	0.120973155564413
0.01	250	24	Low WGD	Euclidean Min. Ev.	0.200408924577101
0.01	250	24	Low WGD	Euclidean NJ	0.204916115546949
0.01	250	24	Low WGD	Hamming Min. Ev.	0.200408924577101
0.01	250	24	Low WGD	Hamming NJ	0.199873433497817
0.01	250	24	Low WGD	MEDICC2	0.0963567683743582
0.01	500	0	Low WGD	Euclidean Min. Ev.	0.186833092525779
0.01	500	0	Low WGD	Euclidean NJ	0.217871868897652
0.01	500	0	Low WGD	Hamming Min. Ev.	0.186833092525779
0.01	500	0	Low WGD	Hamming NJ	0.188430295933855
0.01	500	0	Low WGD	MEDICC2	0.137566592758748
0.01	500	1	Low WGD	Euclidean Min. Ev.	0.190143440047834
0.01	500	1	Low WGD	Euclidean NJ	0.207753371735485
0.01	500	1	Low WGD	Hamming Min. Ev.	0.190143440047834
0.01	500	1	Low WGD	Hamming NJ	0.162676814532754
0.01	500	1	Low WGD	MEDICC2	0.11779294461196
0.01	500	2	Low WGD	Euclidean Min. Ev.	0.169808442533944
0.01	500	2	Low WGD	Euclidean NJ	0.194308076602603
0.01	500	2	Low WGD	Hamming Min. Ev.	0.169808442533944
0.01	500	2	Low WGD	Hamming NJ	0.183763249775741
0.01	500	2	Low WGD	MEDICC2	0.146109807891267
0.01	500	3	Low WGD	Euclidean Min. Ev.	0.187988345677271
0.01	500	3	Low WGD	Euclidean NJ	0.197626459263547
0.01	500	3	Low WGD	Hamming Min. Ev.	0.187988345677271
0.01	500	3	Low WGD	Hamming NJ	0.211058807795018
0.01	500	3	Low WGD	MEDICC2	0.126876802968348
0.01	500	4	Low WGD	Euclidean Min. Ev.	0.246657773735091
0.01	500	4	Low WGD	Euclidean NJ	0.261074685838807
0.01	500	4	Low WGD	Hamming Min. Ev.	0.246657773735091
0.01	500	4	Low WGD	Hamming NJ	0.195527194527373
0.01	500	4	Low WGD	MEDICC2	0.161927706149575
0.01	500	5	Low WGD	Euclidean Min. Ev.	0.185706772601552
0.01	500	5	Low WGD	Euclidean NJ	0.212685470017886
0.01	500	5	Low WGD	Hamming Min. Ev.	0.185706772601552
0.01	500	5	Low WGD	Hamming NJ	0.200225468797377
0.01	500	5	Low WGD	MEDICC2	0.153807914794211
0.01	500	6	Low WGD	Euclidean Min. Ev.	0.17249585978405
0.01	500	6	Low WGD	Euclidean NJ	0.188361340206352
0.01	500	6	Low WGD	Hamming Min. Ev.	0.17249585978405
0.01	500	6	Low WGD	Hamming NJ	0.197776221936987
0.01	500	6	Low WGD	MEDICC2	0.117062669446531
0.01	500	7	Low WGD	Euclidean Min. Ev.	0.181460804584911
0.01	500	7	Low WGD	Euclidean NJ	0.199673350732553
0.01	500	7	Low WGD	Hamming Min. Ev.	0.181460804584911
0.01	500	7	Low WGD	Hamming NJ	0.1819024227975
0.01	500	7	Low WGD	MEDICC2	0.145694543690268
0.01	500	8	Low WGD	Euclidean Min. Ev.	0.168670029679639
